,Unnamed: 0,name,artwork,poseType,sod,gRoq1_mat,gRoq2_mat,gRoq3_mat,gRoq4_mat,reasons,tempo_score,tempo,pitch_score,pitch,density_score,density,additional_perception
236,26,65c4bfbc22bc351322c66e32,A16,lying,0.0,"[0,0,0,0]","[0,0,0,0]","[0,0,0,0]","[0,1,0,0]",Very special,4.0,,3.0,,5.0,,
237,27,63f77942d3cad20e65a411a9,A16,lying,1.0,"[0,0,0,0]","[0,0,1,0]","[0,0,0,0]","[0,0,0,0]",i perceived no level of dynamism,1.0,,3.0,,1.0,,
238,28,5c584d2040378900013b6fb9,A16,lying,2.0,"[0,0,0,0]","[1,1,1,1]","[1,1,1,1]","[0,0,0,0]",you can see the man laying in a field and see the sky too. It shows the calmness and nature.,1.0,,3.0,,2.0,,
239,29,613e454dca2db9fcef1f8e8d,A16,lying,1.0,"[0,0,0,0]","[0,0,1,0]","[0,1,0,0]","[0,0,0,0]","The tall growing plants are a contrast with the figure lying down sleeping, arms both at rest, one laid on his body, the other on his head. The plants are still indicating that there is no wind.",1.0,"  calm, restful, relaxing, reflects warmth and languid feelings",6.0,"  Restful, but also the lightness of higher tones to represent the delicate flowers",4.0,"  Not intense, soothing",
270,0,나비,A17,lying,1.0,"[0, 0, 0, 0]","[0, 0, 0, 0]","[0, 1, 1, 1]","[0, 1, 1, 1]",너무 평온해보이는 자세,1.0,1,1.0,1,1.0,1,
271,1,rub,A17,lying,3.0,"[0, 0, 0, 0]","[0, 0, 0, 0]","[0, 1, 1, 0]","[0, 0, 0, 0]",the horse is eating grass,3.0,3 |  they are resting and the color is not really energetic,4.0,4 |  relaxing and not dangerous,3.0,3 |  relaxing and not dangerous + it's night time,
272,2,Daisy,A17,lying,3.0,"[0, 0, 0, 0]","[0, 0, 0, 0]","[0, 0, 1, 1]","[0, 1, 1, 1]",There are humans and animals in the checked boxes.,1.0,"1 |  The two people are sleeping, so I think slow music would fit best.",3.0,"3 |  They are sleeping, so the pitch should not be too high to wake them up.",3.0,3 |  And sparse music would be better for sleeping.,
273,3,Doky,A17,lying,0.0,"[0, 0, 0, 0]","[0, 0, 0, 0]","[0, 0, 1, 1]","[0, 0, 0, 0]",역동적인 느낌이 없음.,1.0,1 |  인물의 역동적 움직임이 없기 때문에 느린 템포가 연상됨.,4.0,4 |  '쉼'이지만 너무 낮지는 않은 음이 어울림. 그림의 색채가 비교적 밝고 강렬함.,2.0,2 |  음악의 밀도는 낮고 좀 차분하고 잔잔한 음악이 어울림.,
274,4,chanpig,A17,lying,1.0,"[0, 0, 0, 0]","[0, 0, 0, 0]","[0, 1, 1, 0]","[0, 1, 1, 0]",사람들이 일을하다가 누어있ㄴ음,2.0,2 |  일을하다가 쉬는중에 잠을 자는데 푹 잠든 느낌,2.0,2 |  일을하다가 쉬는중에 잠을 자는데 푹 잠든 느낌,2.0,2 |  일을하다가 쉬는중에 잠을 자는데 푹 잠든 느낌 배경 색감이 어두운걸로 보아 밤이 되어가는 그느낌이밀도가 낮을듯하다,
275,5,곤듀,A17,lying,1.0,"[0, 0, 0, 1]","[0, 0, 0, 1]","[1, 1, 1, 1]","[0, 1, 1, 1]","인물들의 쉬고 있는 동작, 주변의 작업 도구, 쌓여있는 짚단?이 보임에 따라 어떠한 일이 끝난 후를 보여주는 정적인 느낌을 받음",3.0,3 |  정적인 느낌을 주는 그림에는 다소 느린 템포의 음악이 어울릴 것으로 생각함,3.0,"3 |  본 그림에서는 정적이면서도, 평안한 느낌을 받음. 매우 낮은 음은 해당하지 않으며, 약간 낮은 음에서 보통음까지 어울릴 것이라고 생각함",3.0,3 |  너무 늘어지는 매우 낮은 밀도는 제외하고 적당히 낮은 밀도에서 보통까지 어울릴 것이라고 생각함.,
276,6,이인애,A17,lying,1.0,"[0, 0, 0, 0]","[0, 0, 0, 0]","[1, 1, 0, 0]","[0, 0, 1, 1]",배경선과인물구도가같은가로평행구조,1.0,1,2.0,2,3.0,3,
277,7,고고,A17,lying,0.0,"[0, 0, 0, 0]","[0, 0, 0, 0]","[0, 0, 1, 1]","[0, 0, 1, 1]",잠든 모습,0.0,0,0.0,0,0.0,0,
278,8,경,A17,lying,1.0,"[0, 0, 0, 0]","[0, 0, 0, 0]","[0, 1, 1, 1]","[0, 0, 1, 1]","사람들이 자고 있는 모습에서 정적인 느낌을, 그러나 동물 그림으로부터 아주아주 약간의 동적인 느낌을 얻을 수 있음.",1.0,1 |  잠을 자고 있는 정적인 모습을 잘 드러냄.,3.0,"3 |  잠을 자는 정적인 모습, 움직일지도 모르는 동물 장면에 잘 어울림.",2.0,2 |  낮은 밀도가 대체로 정적인 이 그림과 잘 어울림.,
279,9,yoni,A17,lying,2.0,"[1, 1, 1, 1]","[0, 0, 0, 0]","[0, 1, 1, 1]","[0, 0, 0, 0]",인물의 자세 그림의 시간대 얌전한 동물,3.0,3,7.0,7,3.0,3,
280,10,밍경댕,A17,lying,1.0,"[0, 0, 0, 0]","[0, 0, 0, 0]","[0, 1, 1, 1]","[0, 0, 1, 1]",낮잠을 자는 자세가 평화로워 보임,2.0,2 |  농기구와 멀리 떨어진 곳에 폭신한 침대까지 만들어 누운 걸 보니 힘듦보다는 편안한 휴식이 느껴짐.,7.0,7 |  맑은 하늘과 평화를 높은 음으로 표현할 것 같음,2.0,2 |  가벼운 밀도로 일상의 평화를 표현할 것 같음.,
281,11,배뀽,A17,lying,2.0,"[0, 0, 0, 0]","[0, 0, 0, 0]","[0, 0, 1, 1]","[0, 0, 1, 1]","낮잠 자고 있고, 윗부분에 검은색이 역동성을 저해함",1.0,1 | 잠을 자고 있기에 빠르면 안됨,2.0,2 | 늦음으로 잔잔하게 흘러 가야함,4.0,4 | 색감이 많아서 꽉찬 느낌,
282,12,미지,A17,lying,2.0,"[0, 0, 0, 0]","[1, 1, 1, 0]","[1, 1, 1, 0]","[0, 0, 0, 0]",확연한 색 대비가 역동적인 느낌을 줌,2.0,2 | 휴식의 이미지를 표현,5.0,5 | 잘 모르겠음,2.0,2 | 휴식에 맞는 단조로운 느낌의 낮은 밀도로 표현하고싶음,
283,13,boldmas,A17,lying,3.0,"[0, 0, 0, 0]","[0, 0, 0, 0]","[0, 1, 1, 1]","[0, 1, 1, 1]",The subjects of the painting are placed in there,3.0,3 | the image conveys a feeling of restfulness,6.0,6 | the bright colors; it feels some time around noon. And the lively brush strokes.,3.0,3 | everyone including the animal are resting and not much is happening.,
284,14,Seong Ho,A17,lying,0.0,"[0,0,0,0]","[0,0,0,0]","[0,0,1,1]","[0,1,1,1]","사막이 주는 적막함, 쉬고 있는 사람들, 멈춰있는 바퀴 달린 물체.",0.0,  고요한 느낌이 표현되었으면 함.,3.0,  쉬는 느낌이 표현되었으면 함. 피치가 높으면 스트레스 받을 것 같음.,0.0,  쉬는 느낌 표현 원함.,적막함.
285,15,5e67524094c67a000a04ca8e,A17,lying,2.0,"[1,1,1,0]","[0,1,1,0]","[0,0,1,1]","[0,0,1,1]",This photo is similar to others I've seen in this study which shows a lot of depth and more than meets the eye when you keep looking. ,2.0,,2.0,,2.0,,
286,16,6400dc9af341e8a575a457f6,A17,lying,1.0,"[0,0,0,0]","[0,1,1,0]","[0,0,1,1]","[0,1,1,1]",variation from the background,2.0,,3.0,,6.0,,
287,17,5e4875f3110b3730eefa32a1,A17,lying,3.0,"[1,1,1,1]","[1,1,1,0]","[0,0,0,0]","[0,0,0,0]",bright blue used,5.0,,5.0,,5.0,,
288,18,5e909d9ac9ce2503b2650797,A17,lying,0.0,"[1,0,0,0]","[0,0,0,0]","[0,0,0,0]","[0,0,0,0]",i don't feel it's dynamic,1.0,,1.0,,4.0,,
289,19,5fc00a11268eb941e7d8b066,A17,lying,3.0,"[0,0,0,0]","[0,0,0,0]","[0,0,1,0]","[0,0,0,0]",The couple sleeping together evokes a warm emotion of belonging and unity.,1.0,,2.0,,7.0,,
290,20,5b295f60bbd4880001117976,A17,lying,2.0,"[0,0,0,0]","[0,1,0,0]","[0,0,0,0]","[0,0,0,0]",Figure is still with only slight movement possibly in the background.,2.0,,2.0,,2.0,,
291,21,630100561dc47fd83f5b4745,A17,lying,1.0,"[0,0,0,0]","[0,0,0,0]","[0,1,1,1]","[0,1,1,1]","Looks like a couple of sleeping with one of the people laying on the other, which makes me think of how a body moves while sleeping. ",0.0,,1.0,,0.0,,
292,22,5f7959d0b6791155e6932dd1,A17,lying,1.0,"[0,0,0,0]","[0,0,0,0]","[0,0,0,1]","[1,1,1,1]",The lines of the ground feel like they are swaying and bring movement ot the picture when everything else seems still.,3.0,  A steady slow rhythm to mimic the movement of the grass.,3.0,  A low earthy pitch to show the natural environment of the picture.,5.0,  Moderate density as the picture has a calm but sleepy quality.,The music should be gentle and sleepy like the picture.
293,23,5967e9a831394d0001abdb3f,A17,lying,0.0,"[0,0,0,0]","[0,0,0,0]","[0,0,1,1]","[0,0,1,1]",The figures are sleeping so are not dynamic,0.0,,0.0,,1.0,,Something soothing
294,24,657421f9661ce9a8cd7482d1,A17,lying,0.0,"[0,0,0,0]","[0,0,0,1]","[0,1,1,1]","[0,1,1,1]",The area covered shows the major aspect of the art work,0.0,  Low tempo song is unique for this art piece ,0.0,  Low pitch is unique for this art piece ,0.0,  Low density is unique for this art piece ,
295,25,5e56590389b924000c184113,A17,lying,1.0,"[0,0,0,0]","[0,1,1,0]","[0,1,1,1]","[0,0,0,0]","a sense of rest and slumber, calm",0.0,,3.0,,1.0,,
296,26,65c4bfbc22bc351322c66e32,A17,lying,2.0,"[0,1,0,0]","[0,0,1,0]","[0,1,0,0]","[0,0,0,0]",Special and beautiful,3.0,,3.0,,3.0,,
297,27,63f77942d3cad20e65a411a9,A17,lying,0.0,"[1,1,1,1]","[1,1,1,1]","[1,1,1,1]","[1,1,1,1]","the whole picture looks like its moving, like how the air wobbles on a hot day",1.0,,2.0,,1.0,,
298,28,5c584d2040378900013b6fb9,A17,lying,3.0,"[0,0,0,0]","[0,0,0,0]","[0,1,1,1]","[0,1,1,1]","This shows the rest and possible exhaustion the couple are feeling, along with the work horse in the background still working away",5.0,  both working hard and relaxing are shown,4.0,,3.0,,
299,29,613e454dca2db9fcef1f8e8d,A17,lying,0.0,"[0,0,0,0]","[0,1,0,0]","[0,1,1,1]","[0,1,1,1]","Two figures reclining as if sleeping, one has his arms behind his head in a restful pose",1.0,  To represent sleep and rest. ,3.0,  More restful that higher pitched sounds,5.0,  There is an emotional depth to the scene,"quiet, lulling, restful music"
240,0,나비,A18,lying,1.0,"[0, 0, 0, 1]","[0, 0, 0, 0]","[0, 0, 1, 1]","[0, 1, 1, 0]","가만히 있는 사람과 (너무 정적인 포즈), 그리고 바람한결 불지않는것같은 배경 (나무가 곧음)",1.0,1,1.0,1,2.0,2,
241,1,rub,A18,lying,1.0,"[0, 0, 0, 0]","[0, 0, 0, 0]","[1, 1, 0, 0]","[1, 0, 0, 0]",wind passing the grassland,2.0,2 |  it should be a perfect music for taking a afternoon nap,6.0,6 |  even its for napping but it's still day time,2.0,2 |  sleeping.....,
242,2,Daisy,A18,lying,2.0,"[0, 0, 0, 0]","[0, 0, 0, 0]","[0, 1, 1, 1]","[0, 1, 1, 1]","There is a human, and human is supposed to move even though the woman in this painting is just lying down.",2.0,2 |  The woman is only lying.,6.0,"6 |  It looks like a peaceful countryside, so I associate it with the country music, which, I think, has this pitch level.",6.0,6 |  Same reason with the one I gave for the pitch level. It feels like the sound of birds but not that high-pitched and dense.,
243,3,Doky,A18,lying,0.0,"[0, 0, 0, 0]","[0, 0, 0, 0]","[0, 0, 1, 1]","[0, 0, 0, 0]",딱히 역동적 느낌이 들지 않음.,0.0,"0 |  역동적 움직임이 없으므로, 매우 느린 템포가 어울릴 것 같음.",1.0,1 |  역동적 움직임이 부족하기 때문에 낮은 pitch가 어울림. 해당 그림에 높은 pitch는 그림에 대한 이입이 어려울 것 같음.,2.0,2 |  음악의 밀도 역시 높지 않은 것이 어울릴 것으로 보여짐. 그림의 다이나믹함이 거의 없기 때문에.,
244,4,chanpig,A18,lying,1.0,"[0, 0, 0, 0]","[0, 0, 0, 0]","[0, 0, 1, 1]","[0, 0, 1, 1]",밭정리를 하다가 누워서 ,2.0,2 |  주무시고계셔서,3.0,3 |  하늘을 보니 저녁보단 낮시간 처럼 밝라서 잠시 잠든느낌,5.0,5 |  잠시 잠든것같은 느낌,
245,5,곤듀,A18,lying,2.0,"[0, 0, 0, 0]","[0, 0, 0, 0]","[1, 1, 1, 1]","[1, 1, 1, 1]","색감이 전체적으로 건조하며, 화풍의 영향으로 인해 식물들이 흔들리는 느낌을 받음",2.0,2 |  식물들이 흩날리는 역동성이 느껴지나 그림 전체에서 느껴지는 쓸쓸함에 의해 다소 느림 템포가 어울릴 것으로 보임,2.0,2 |  그림에서 전체적으로 우울하고 쓸쓸한 느낌이 들기 때문에 낮은 음이 어울린다고 생각함,1.0,1 |  그림에서 전체적으로 우울하고 쓸쓸한 느낌이 들기 때문에 낮은 밀도의 음이 어울린다고 생각함,
246,6,이인애,A18,lying,1.0,"[0, 0, 0, 0]","[0, 0, 0, 0]","[1, 1, 1, 1]","[0, 0, 0, 0]",가로구조,2.0,2,3.0,3,5.0,5,
247,7,고고,A18,lying,0.0,"[0, 0, 0, 0]","[0, 0, 0, 0]","[0, 0, 1, 1]","[0, 1, 1, 0]",누워있는 모습,1.0,1,1.0,1,1.0,1,
248,8,경,A18,lying,0.0,"[0, 0, 0, 0]","[0, 0, 0, 0]","[0, 0, 1, 1]","[0, 1, 1, 0]",누워서 자는 모습에서 정적인 느낌이 남.,0.0,0 |  잠을 자는 정적인 느낌을 잘 드러냄.,0.0,0 |  잠을 자는 정적인 느낌을 잘 드러냄.,0.0,0 |  정적인 느낌을 잘 드러냄.,
249,9,yoni,A18,lying,1.0,"[0, 0, 0, 1]","[0, 0, 0, 0]","[0, 0, 0, 1]","[0, 0, 0, 0]",인물의 표정 나무의 흔들림,3.0,3,5.0,5,5.0,5,
250,10,밍경댕,A18,lying,1.0,"[0, 0, 0, 0]","[0, 0, 0, 0]","[0, 0, 1, 1]","[0, 1, 1, 1]",그냥 누워있기보단 작업 중에 힘들어서 쉬는 듯한 느낌이 들어 조금은 역동적으로 보임,6.0,6 |  여인의 힘듦을 표현하기 위해 조금 빠른 심박수와 같은 템포가 잘 어울릴듯,3.0,3 |  날씨도 흐려보이고 여인도 지쳐보여서 낮은 음의 음악이 잘 어울릴 것 같음.,3.0,3 |  가벼운 느낌의 음악일 것 같음.,
251,11,배뀽,A18,lying,0.0,"[0, 0, 0, 0]","[0, 0, 0, 0]","[0, 1, 1, 1]","[0, 1, 1, 1]",모든 부분에 정체가 있어 역동적인 부분이 없음 ,1.0,1 |  아무 움직임도 없음,3.0,3 |  우울한 분위기는 아니라 찬찬한 느낌,4.0,4 |  평범한 일상의 느낌,
252,12,미지,A18,lying,0.0,"[0, 0, 0, 0]","[0, 1, 1, 1]","[0, 1, 1, 1]","[0, 1, 1, 1]","뒷배경의 하늘과 건물의 우중충한 색, 누워있는 여자가 지친 느낌을 줌",1.0,1 | 지친 느낌,2.0,2 | 지친 느낌,2.0,2 | 단조로운 음악에 낮은 밀도가 어울림,
253,13,boldmas,A18,lying,1.0,"[0, 0, 0, 0]","[0, 0, 0, 0]","[0, 0, 1, 1]","[0, 1, 1, 1]",There are no movements in the subject's body or her garments. The background is also very static.,1.0,1 | It feels like a warm and sunny day where the subject is taking a siesta. The music should also be slow and relaxing to match the mood of the artwork.,5.0,5 | it should be neutral like the painting itself.,2.0,"2 | The scenery is simple and static and the mood is relaxing, therefore, the music must also convey a similar mood.",
254,14,Seong Ho,A18,lying,0.0,"[0,0,0,0]","[0,0,0,0]","[0,0,1,1]","[0,1,1,0]",일 그만하고 쉬고싶은 여자 느낌이 정적임.,0.0,  일 안하고 늘어지고 싶은 느낌 표현 원함.,1.0,,2.0,  일은 해야 하는데 쉬는 느낌이라 많이 Sparse 는 아니었으면 함.,농땡이치는 느낌.
255,15,5e67524094c67a000a04ca8e,A18,lying,1.0,"[0,0,0,0]","[0,0,0,0]","[0,0,1,1]","[0,0,1,1]",I see still and calm,3.0,,4.0,,3.0,,
256,16,6400dc9af341e8a575a457f6,A18,lying,2.0,"[0,0,0,1]","[1,1,1,1]","[0,0,1,1]","[0,1,1,0]",both the buildings in the background and the person laying in the grass stand out equally,1.0,,3.0,,3.0,,
257,17,5e4875f3110b3730eefa32a1,A18,lying,0.0,"[0,0,0,0]","[0,0,0,0]","[0,0,1,0]","[0,0,0,0]",not dynamic in my opinion,2.0,,2.0,,2.0,,
258,18,5e909d9ac9ce2503b2650797,A18,lying,0.0,"[1,0,0,0]","[0,0,0,0]","[0,0,0,0]","[0,0,0,0]","it's not dynamic, it looks like the person has died in the field",0.0,,0.0,,8.0,,
259,19,5fc00a11268eb941e7d8b066,A18,lying,0.0,"[0,0,0,0]","[0,0,0,0]","[0,0,0,1]","[0,0,0,0]",The red hat stands out against the green grassy background.,2.0,,6.0,,3.0,,
260,20,5b295f60bbd4880001117976,A18,lying,0.0,"[0,0,1,0]","[0,0,0,0]","[0,0,0,0]","[0,0,0,0]",There is no real dynamics in this picture. Both the scenery and person are devoid of movement.,1.0,,1.0,,2.0,,
261,21,630100561dc47fd83f5b4745,A18,lying,1.0,"[0,0,0,0]","[0,0,0,1]","[0,1,1,1]","[0,1,1,1]","Person appears to have fallen over, although could just be sleeping. Although the fact that she may have fallen over makes the picture more dynamic for me. ",5.0,,5.0,,5.0,,
262,22,5f7959d0b6791155e6932dd1,A18,lying,1.0,"[0,0,0,0]","[0,0,0,0]","[0,0,1,1]","[0,1,1,0]",There is a hopelessness in the position of the figure which brings the dynamism.,1.0,  The music should be very slow to show the feeling of furlong in the figure.,2.0,  Low and grounded like where the figure is lying upon.,7.0,"  The music should be dense like the feeling of the figure as she looks like her emotions are so dense, she simply has to lie down.",The music should be drab and ploddy like the feelings should in the picture.
263,23,5967e9a831394d0001abdb3f,A18,lying,0.0,"[0,0,0,0]","[0,0,0,0]","[0,0,1,0]","[0,1,1,0]","The figure is asleep and shows no movement, so no dynamism",1.0,  To accompany sleep,3.0,,1.0,,
264,24,657421f9661ce9a8cd7482d1,A18,lying,0.0,"[1,1,1,1]","[1,1,1,1]","[1,1,1,1]","[1,1,1,1]", a very unique sense of dynamic,5.0,  Moderate tempo music is good for the art work ,5.0,  Moderate pitch music is good for the art work ,5.0,  Moderate tempo music is good for the art work ,
265,25,5e56590389b924000c184113,A18,lying,0.0,"[0,0,0,0]","[0,0,0,0]","[0,0,1,1]","[0,0,1,1]",The sleeping figure adds narrative and emotion into the calm landscape.,2.0,,5.0,,4.0,,
266,26,65c4bfbc22bc351322c66e32,A18,lying,1.0,"[1,0,1,0]","[0,0,0,0]","[0,1,1,0]","[1,0,0,0]",Very outstanding,2.0,,2.0,,4.0,,
267,27,63f77942d3cad20e65a411a9,A18,lying,1.0,"[0,0,0,1]","[0,0,0,0]","[0,0,0,0]","[0,0,0,0]",the smoke rising from the chimney,1.0,,3.0,,1.0,,
268,28,5c584d2040378900013b6fb9,A18,lying,2.0,"[0,0,0,0]","[0,0,0,0]","[0,0,1,1]","[0,1,1,1]",a calm energy is shown in this sleeping lady in a calm farmland,1.0,,1.0,,1.0,,
269,29,613e454dca2db9fcef1f8e8d,A18,lying,0.0,"[0,0,0,1]","[0,0,0,0]","[0,0,1,1]","[0,1,1,0]","The figure is lying down so there is a lack of movment, The trees are still, indicating no wind.",2.0,"  The music should represent rest, sleep, fatigue, relaxation on a warm day.",4.0,,5.0,,
540,0,나비,A19,standing,0.0,"[0, 0, 0, 0]","[0, 1, 1, 0]","[0, 1, 1, 0]","[0, 0, 0, 0]",너무 평온한 자세. 흰 바탕. 무표정,0.0,0,2.0,2,1.0,1,
541,1,rub,A19,standing,2.0,"[0, 0, 0, 0]","[1, 1, 1, 1]","[1, 0, 0, 1]","[0, 0, 0, 0]",her face and the blur wall make me feel like moving,3.0,3 |  it should be a slow tempo vibe after a mess for me,2.0,2 |  maybe should sounds a bit tragic or sad?,2.0,2 |  same reason above,
542,2,Daisy,A19,standing,1.0,"[0, 0, 0, 0]","[0, 1, 1, 0]","[0, 1, 1, 0]","[1, 1, 1, 1]","Only the woman in the painting can move around, which then leads to movements of objects on the floor.",2.0,"2 |  If there is movement, it would be very subtle.",2.0,2 |  The overall atmosphere is a bit gloomy.,2.0,2 |  Same reason with the question about the pitch.,
543,3,Doky,A19,standing,0.0,"[0, 0, 0, 0]","[0, 1, 1, 0]","[0, 1, 1, 0]","[0, 0, 0, 0]",인물이 주는 역동적 느낌은 전혀 없음.,2.0,2 |  하얗고 잔잔한 분위기와 정적인 느낌까지 나므로 빠르지 않은 템포가 어울림.,4.0,4 |  뭔가 미묘한 분위기로 인하여 보통이나 조금 낮은 핏치의 음이 연상됨.,2.0,2 |  낮은 밀도의 음악이 잔잔하고 정적인 그림의 느낌과 어울림.,
544,4,chanpig,A19,standing,2.0,"[0, 0, 0, 0]","[0, 1, 1, 0]","[0, 1, 1, 0]","[0, 1, 1, 0]",사람이 걸어서 드레스가 뒤로 조금 끌린자국,2.0,2 |  가만히 서있어서,3.0,3 |  색감이 좀 칙칙해서,3.0,3 |  바닥에 동물 모피? 가 있어서 긴장감이 있음,
545,5,곤듀,A19,standing,0.0,"[0, 0, 0, 0]","[0, 1, 0, 0]","[0, 0, 0, 0]","[0, 0, 0, 0]","인물, 배경, 표현 모두 역동적인 느낌이 들지 않음",2.0,2 |  상당히 정적으로 느껴지는 그림으로 느린 템포의 음악이 어울릴 것으로 생각됨,2.0,2 |  상당히 정적으로 느껴지는 그림으로 높은 피치의 음악은 어울리지 않을 것으로 생각됨,0.0,0 |  상당히 정적으로 느껴지는 그림으로 낮은 밀도의 음을 길게 늘어 트리는 형식의 음악이 어울릴 것으로 생각됨.,
546,6,이인애,A19,standing,1.0,"[1, 1, 1, 1]","[1, 1, 1, 1]","[1, 1, 1, 1]","[0, 0, 0, 0]",배경선과 인물이 평행구조,3.0,3,2.0,2,6.0,6,
547,7,고고,A19,standing,0.0,"[0, 0, 0, 0]","[0, 1, 1, 0]","[0, 1, 1, 0]","[0, 1, 1, 0]",제자리에 서있음,0.0,0,0.0,0,0.0,0,
548,8,경,A19,standing,1.0,"[0, 0, 0, 0]","[0, 1, 1, 0]","[0, 0, 1, 0]","[0, 1, 0, 0]",가만히 서 있는 정적인 분위기를 느낄 수 있음.,1.0,1 |  가만히 서 있는 정적인 분위기를 잘 나타냄.,2.0,2 |  정적인 분위기를 잘 나타냄.,1.0,1 |  가만히 서 있는 정적인 분위기를 잘 드러냄.,
